Date,CPI,PMI,Repo_Rate,M2,IN_CPI_YoY,US_CPI_YoY,Oil_Brent_USD,USDINR,USDINR_MoM_Return,IN_Forex_Reserves_USD,US_Fed_Funds_Rate,US_10Y_Yield,US_VIX,DXY_Dollar_Index
2005-01-31,4.365093,99.90974,6.0,22062448700000.0,4.365093,2.844874,44.51,43.66,0.812786,125068.919186,2.28,4.14,12.82,83.599998
2005-02-28,4.166672,99.94555,6.0,22151438900000.0,4.166672,3.053026,50.13,43.560001,-0.229039,131519.821799,2.5,4.36,12.08,82.510002
2005-03-31,4.166672,99.98454,6.0,22456768000000.0,4.166672,3.206841,53.22,43.610001,0.114782,137008.340401,2.63,4.5,14.02,84.059998
2005-04-30,4.960331,100.0249,6.0,23314302200000.0,4.960331,3.361793,50.61,43.380001,-0.527401,137392.934254,2.79,4.21,15.31,84.43
2005-05-31,3.740146,100.0647,6.0,23299603800000.0,3.740146,2.869288,49.3,43.619999,0.553245,134348.781252,3.0,4.0,13.29,87.760002
2005-06-30,3.320308,100.1025,6.0,23465861000000.0,3.320308,2.541027,55.36,43.459999,-0.366804,133787.216941,3.04,3.94,12.04,89.110001
2005-07-31,4.0619,100.1389,6.0,23584675800000.0,4.0619,3.06716,59.77,43.349998,-0.253108,136017.528555,3.26,4.28,11.57,89.349998
2005-08-31,3.44828,100.1752,6.0,23855674300000.0,3.44828,3.646934,66.8,43.98,1.45329,139545.536826,3.5,4.02,12.6,87.580002
2005-09-30,3.632876,100.2127,6.0,24696549400000.0,3.632876,4.741834,61.7,43.93,-0.113686,138348.338137,3.62,4.34,11.92,89.519997
2005-10-31,4.182499,100.2521,6.0,24710289700000.0,4.182499,4.350105,58.47,45.040001,2.526748,138710.724234,3.78,4.57,15.32,90.07
2005-11-30,5.333324,100.2932,6.0,24888288900000.0,5.333324,3.33855,53.25,45.860001,1.820603,137895.96025,4.0,4.49,12.06,91.57
2005-12-31,5.566194,100.3359,6.0,25155646500000.0,5.566194,3.33855,58.34,44.970001,-1.940688,131924.326287,4.16,4.39,12.07,91.169998
2006-01-31,4.372621,100.3802,6.0,25227910400000.0,4.372621,4.018789,63.19,43.900002,-2.379363,134686.556094,4.29,4.53,12.95,88.959999
2006-02-28,4.571434,100.4264,6.0,25679844600000.0,4.571434,3.638254,59.78,44.25,0.797263,136640.098147,4.49,4.55,12.34,90.110001
2006-03-31,4.571434,100.4755,6.0,27195189300000.0,4.571434,3.417918,66.06,44.528,0.628248,145854.117834,4.59,4.86,11.39,89.730003
2006-04-30,4.652819,100.5297,6.0,27635159100000.0,4.652819,3.613836,72.15,44.901001,0.837678,154362.651036,4.79,5.07,11.59,86.110001
2006-05-31,5.925414,100.5908,6.0,27703202700000.0,5.925414,3.977273,67.57,46.16,2.803944,156844.642247,4.94,5.12,16.440001,84.720001
2006-06-30,7.269132,100.6601,6.0,27745821000000.0,7.269132,4.181724,73.2,45.805,-0.769063,156731.992764,4.99,5.15,13.08,85.220001
2006-07-31,6.332181,100.7368,6.0,28273323100000.0,6.332181,4.104669,74.75,46.419998,1.342644,158019.991894,5.24,4.99,14.95,85.300003
2006-08-31,5.938365,100.8195,6.0,28848326900000.0,5.938365,3.926568,67.66,46.476002,0.120645,159707.634007,5.25,4.74,12.31,85.050003
2006-09-30,6.398643,100.9069,6.0,29416875200000.0,6.398643,2.012072,59.09,45.715,-1.637408,159103.351582,5.25,4.64,11.98,85.970001
2006-10-31,6.917449,100.9987,6.0,29369282800000.0,6.917449,1.406328,56.13,44.834999,-1.924972,161326.243414,5.25,4.61,11.1,85.32
2006-11-30,5.950752,101.0951,6.0,29822995900000.0,5.950752,1.968703,64.36,44.550999,-0.633435,168150.216332,5.25,4.46,10.91,82.919998
2006-12-31,6.528666,101.1959,6.0,30058597500000.0,6.528666,2.523978,58.96,44.040001,-1.146995,170737.998444,5.24,4.71,11.56,83.720001
2007-01-31,6.722692,101.2994,6.0,30673048200000.0,6.722692,2.075765,56.52,44.005001,-0.079473,173635.720629,5.25,4.83,10.42,84.610001
2007-02-28,7.563026,101.4032,6.0,31388670100000.0,7.563026,2.420261,59.39,44.015999,0.024992,187683.405584,5.26,4.56,15.42,83.57
2007-03-31,6.722692,101.5044,6.0,33100677500000.0,6.722692,2.798197,68.47,43.044998,-2.206018,192398.122787,5.26,4.65,14.64,82.93
2007-04-30,6.66667,101.5998,6.0,33065101300000.004,6.66667,2.592925,67.23,40.969002,-4.822852,197375.974912,5.25,4.63,14.22,81.449997
2007-05-31,6.611573,101.6861,6.0,33220032100000.0,6.611573,2.709886,68.18,40.546001,-1.032489,201161.160549,5.25,4.9,13.05,82.300003
2007-06-30,5.691062,101.7599,6.0,33811737500000.004,5.691062,2.692765,72.22,40.529999,-0.039468,206578.992751,5.25,5.03,16.23,81.919998
2007-07-31,6.451616,101.8181,6.0,34558880000000.0,6.451616,2.317891,77.01,40.397999,-0.325685,220222.967457,5.26,4.78,23.52,80.769997
2007-08-31,7.258066,101.8572,6.0,34858423900000.0,7.258066,1.897448,72.29,40.575001,0.438145,221969.313251,5.02,4.54,23.379999,80.790001
2007-09-30,6.400004,101.8727,6.0,35850359800000.0,6.400004,2.833826,80.97,39.575001,-2.464572,240396.46205,4.94,4.59,18.0,77.720001
2007-10-31,5.511795,101.859,6.0,36152413900000.0,5.511795,3.610698,89.87,39.174,-1.013268,256883.785634,4.76,4.48,18.530001,76.480003
2007-11-30,5.511795,101.8105,6.0,36803705400000.0,5.511795,4.373267,88.71,39.455002,0.717318,265163.082561,4.49,3.97,22.870001,76.150002
2007-12-31,5.511795,101.7238,6.0,37055412200000.0,5.511795,4.108813,93.68,39.244999,-0.532259,266988.346673,4.24,4.04,22.5,76.699997
2008-01-31,5.511795,101.5978,6.0,38043605800000.0,5.511795,4.294696,91.58,39.313999,0.175819,284034.483771,3.94,3.67,26.200001,75.18
2008-02-29,5.468755,101.434,6.0,38819033000000.0,5.468755,4.142959,100.9,39.91,1.516001,291676.756096,2.98,3.53,26.540001,73.709999
2008-03-31,7.874014,101.2356,6.0,40178826500000.0,7.874014,3.974904,102.33,39.889,-0.052618,299684.068707,2.61,3.45,25.610001,71.800003
2008-04-30,7.812498,101.0066,6.0,40376101600000.0,7.812498,3.903761,111.12,40.386002,1.245962,304725.230353,2.28,3.77,20.790001,72.510002
2008-05-31,7.751936,100.7517,6.0,40957219800000.0,7.751936,4.088414,127.85,42.530998,5.311238,305407.267292,1.98,4.06,17.83,72.879997
2008-06-30,7.692306,100.4768,6.0,41071653600000.0,7.692306,4.935966,138.4,42.852001,0.754751,302874.407309,2.0,3.99,23.950001,72.459999
2008-07-31,8.33335,100.1887,6.0,41490220700000.0,8.33335,5.497512,124.1,42.433998,-0.975458,296437.854547,2.01,3.99,22.940001,73.230003
2008-08-31,9.022571,99.89539,6.0,42262065000000.0,9.022571,5.308017,113.49,43.625,2.806716,286613.498252,2.0,3.83,20.65,77.379997
2008-09-30,9.774449,99.60633,6.0,42835447300000.0,9.774449,4.95332,93.52,46.601002,6.82178,277769.99452,1.81,3.85,39.389999,79.449997
2008-10-31,10.447772,99.33258,6.0,43579677000000.0,10.447772,3.731058,60.0,49.403,6.012742,244499.400687,0.97,4.01,59.889999,85.629997
2008-11-30,10.447772,99.08624,6.0,43888705900000.0,10.447772,1.099917,47.72,49.869999,0.945285,239758.727087,0.39,2.93,55.279999,86.519997
2008-12-31,9.701505,98.87984,6.0,44440300000000.0,9.701505,-0.022228,35.82,48.064999,-3.619411,247418.901857,0.16,2.25,40.0,81.309998
2009-01-31,10.447772,98.72572,6.0,45748190000000.0,10.447772,-0.113586,44.17,48.733002,1.389791,239684.69469,0.15,2.87,44.84,86.0
2009-02-28,9.629621,98.63303,6.0,46646090000000.0,9.629621,0.008463,44.41,50.650002,3.933679,239490.897553,0.22,3.02,46.349998,88.010002
2009-03-31,8.029193,98.60462,6.0,47948120000000.0,8.029193,-0.446479,46.13,50.784,0.264558,242345.224044,0.18,2.71,44.139999,85.43
2009-04-30,8.695646,98.63634,6.0,49017510000000.0,8.695646,-0.576324,50.3,49.188,-3.142723,242657.842725,0.15,3.16,36.5,84.610001
2009-05-31,8.633088,98.71854,6.0,49517550000000.0,8.633088,-1.015761,64.98,46.969002,-4.511259,252608.268861,0.18,3.47,28.92,80.43
2009-06-30,9.285726,98.83984,6.0,49585990000000.0,9.285726,-1.229175,68.11,47.800999,1.771374,255248.377416,0.21,3.53,26.35,80.129997
2009-07-31,11.888095,98.98973,6.0,50487330000000.0,11.888095,-1.958761,70.08,47.625999,-0.3661,261864.865906,0.16,3.52,25.92,78.349998
2009-08-31,11.72414,99.15965,6.0,50656960000000.0,11.72414,-1.483836,69.02,48.75,2.360057,267318.299506,0.16,3.4,26.01,78.169998
2009-09-30,11.643838,99.34303,6.0,51205690000000.0,11.643838,-1.377943,65.82,47.810001,-1.928202,270855.25469,0.15,3.31,25.610001,76.650002
2009-10-31,11.486489,99.53527,6.0,51828830000000.0,11.486489,-0.223968,74.91,46.917999,-1.865723,273460.320826,0.12,3.41,30.690001,76.300003
2009-11-30,13.513511,99.73315,6.0,52305940000000.0,13.513511,1.914587,77.77,46.458,-0.980432,269968.584923,0.12,3.21,24.51,74.879997
