Date,IN_CPI_YoY,IN_IIP_YoY,IN_CLI_OECD,IN_Business_Confidence,IN_Repo_Rate,IN_Real_Repo_Rate,IN_10Y_Yield,US_10Y_Yield,US_Yield_Curve_Spread,US_Credit_Spread,USDINR,Oil_Brent_USD,US_VIX,Nifty50_MoM_Return,SP500_MoM_Return
2020-07-31,5.329131,105.683200,92.334650,97.103820,4.250000,-1.079131,5.814520,0.623636,0.475455,1.170000,74.989998,43.242174,24.459999,7.487314,5.510132
2020-08-31,5.625035,106.158300,96.481380,98.220020,4.250000,-1.375035,6.010500,0.650000,0.510476,1.020000,73.128304,44.736000,26.410000,2.836061,7.006467
2020-09-30,5.636615,112.184600,97.750910,99.163230,4.250000,-1.386615,6.024675,0.679524,0.544762,1.050000,73.845001,40.909545,26.370001,-1.228981,-3.922797
2020-10-31,5.902145,116.368100,98.694880,99.774960,4.250000,-1.652145,5.944840,0.787143,0.637619,1.090000,74.264000,40.189545,38.020000,3.510548,-2.766579
2020-11-30,5.284761,116.110800,98.642880,99.709410,2.250000,-3.034761,5.895200,0.870000,0.704211,1.000000,73.940903,42.692381,20.570000,11.394126,10.754564
2020-12-31,3.686607,117.465300,98.621120,98.703860,4.250000,0.563393,5.892900,0.933636,0.797727,0.900000,73.134003,49.993636,22.750000,7.809420,3.712146
2021-01-31,3.162903,116.757600,98.620120,97.526180,4.250000,1.087097,5.941620,1.081053,0.950000,0.790000,72.938797,54.774000,33.090000,-2.482882,-1.113666
2021-02-28,4.494454,116.609000,98.793170,97.258360,4.250000,-0.244454,6.193500,1.257895,1.142632,0.720000,73.150902,62.276500,27.950001,6.560888,2.609145
2021-03-31,5.665686,116.704600,96.967630,98.751980,4.250000,-1.415686,6.350775,1.610870,1.463913,0.700000,73.445297,65.410000,19.400000,1.111901,4.243863
2021-04-30,5.139898,115.891900,95.147060,101.174000,4.250000,-0.889898,6.280100,1.635000,1.471818,0.700000,74.105797,64.806500,18.610001,-0.405703,5.242532
2021-05-31,5.257642,101.103200,93.310560,103.453100,4.250000,-1.007642,6.225375,1.621000,1.466000,0.660000,72.393501,68.534211,16.760000,6.504639,0.548649
2021-06-30,5.577861,110.954900,95.230740,104.798400,4.250000,-1.327861,6.267675,1.519091,1.316364,0.650000,74.287598,73.164091,15.830000,0.890085,2.221401
2021-07-31,5.263891,117.843600,97.078740,105.360000,4.250000,-1.013891,6.208420,1.318571,1.099048,0.670000,74.251999,75.165909,18.240000,0.264287,2.274805
2021-08-31,4.811459,119.632600,98.819980,105.304100,4.250000,-0.561459,6.280325,1.283182,1.065909,0.690000,73.411201,70.747143,16.480000,8.685815,2.899042
2021-09-30,4.403007,117.324500,98.862370,104.671300,4.250000,-0.153007,6.188300,1.374762,1.133810,0.700000,74.321999,74.488636,23.139999,2.836479,-4.756917
2021-10-31,4.518826,121.342700,98.905200,103.852500,4.250000,-0.268826,6.359780,1.582500,1.190000,0.670000,74.797203,83.538095,16.260000,0.303664,6.914384
2021-11-30,4.837359,116.987700,98.946960,103.255500,4.250000,-0.587359,6.354375,1.559500,1.051500,0.660000,75.054901,81.050000,27.190001,-3.895794,-0.833371
2021-12-31,5.555543,118.586300,98.987240,103.158000,4.250000,-1.305543,6.440320,1.465000,0.785000,0.650000,74.431198,74.170476,17.219999,2.183638,4.361291
2022-01-31,5.837608,119.009900,99.027520,103.338100,4.250000,-1.587608,6.643025,1.764000,0.783500,0.650000,75.039001,86.505238,24.830000,-0.081832,-5.258517
2022-02-28,5.042049,117.988700,99.070450,103.508500,4.250000,-0.792049,6.750475,1.934211,0.498947,0.720000,75.068001,97.129000,30.150000,-3.148523,-3.136049
2022-03-31,5.351198,119.245600,99.119170,103.471600,4.250000,-1.101198,6.819825,2.127826,0.218261,0.860000,75.827797,117.245217,20.559999,3.994603,3.577329
2022-04-30,6.328001,123.886300,99.176570,103.286000,4.250000,-2.078001,7.105800,2.747500,0.209500,0.900000,76.588997,104.575263,33.400002,-2.073887,-8.795671
2022-05-31,6.965109,120.857100,99.244960,103.050600,4.650000,-2.315109,7.385650,2.898095,0.281429,0.990000,77.520897,113.337619,26.190001,-3.028788,0.005318
2022-06-30,6.162695,125.166500,99.325780,102.838600,5.030000,-1.132695,7.529625,3.143333,0.145238,1.030000,78.898300,122.710952,28.709999,-4.849699,-8.392000
2022-07-31,5.781763,120.576100,99.419200,102.681000,5.150000,-0.631763,7.402060,2.896000,-0.140000,1.150000,79.571503,111.925714,21.330000,8.732435,9.111639
2022-08-31,5.853678,118.469500,99.524770,102.610000,5.650000,-0.203678,7.274750,2.897826,-0.352174,1.080000,79.682297,100.446364,25.870001,3.502984,-4.244013
2022-09-30,6.488255,121.359600,99.642040,102.649400,5.750000,-0.738255,7.280374,3.519048,-0.337619,1.100000,81.480598,89.764762,31.620001,-3.744242,-9.339567
2022-10-31,6.084886,116.350600,99.771020,102.716900,6.150000,0.065114,7.464925,3.983500,-0.391500,1.160000,82.239197,93.331905,25.879999,5.369316,7.986341
2022-11-30,5.409730,125.813200,99.911830,102.711300,6.150000,0.740270,7.357575,3.891000,-0.612500,1.170000,81.630898,91.415455,20.580000,4.142472,5.375289
2022-12-31,5.502361,124.910800,100.064200,102.570400,6.430000,0.927639,7.294160,3.616190,-0.672381,1.160000,82.835098,80.924000,21.670000,-3.481377,-5.897147
2023-01-31,6.155037,125.618100,100.226900,102.403100,6.500000,0.344963,7.390000,3.531500,-0.676000,1.100000,81.579903,82.501429,19.400000,-2.447628,6.175286
2023-02-28,6.160035,125.618100,100.398300,102.378100,6.690000,0.529965,7.334525,3.746842,-0.786842,1.030000,82.652000,82.585000,20.700001,-2.028072,-2.611249
2023-03-31,5.793615,125.618100,100.576300,102.639100,6.750000,0.956385,7.360000,3.663043,-0.639565,1.110000,82.100502,78.434348,18.700001,0.322474,3.505161
2023-04-30,5.090099,125.618100,100.759400,103.077900,6.750000,1.659901,7.180000,3.460000,-0.556000,1.060000,81.765099,84.638333,15.780000,4.062559,1.464234
2023-05-31,4.418654,,100.946000,103.577500,6.750000,2.331346,7.012500,3.573636,-0.558182,1.100000,82.683899,75.466000,17.940001,2.598397,0.248235
2023-06-30,5.572775,,101.135000,103.577500,6.750000,1.177225,7.054000,3.748095,-0.891429,1.100000,82.075401,74.839091,13.590000,3.532083,6.472746
2023-07-31,7.544302,,101.325700,103.577500,6.750000,-0.794302,7.112500,3.899500,-0.929000,1.080000,82.252800,80.108095,13.630000,2.943085,3.113893
2023-08-31,6.912412,,101.517600,103.577500,6.750000,-0.162412,7.185000,4.167826,-0.733913,1.070000,82.700401,86.147727,13.570000,-2.531158,-1.771639
2023-09-30,4.722002,,101.517600,,6.750000,2.027998,7.172000,4.379000,-0.643000,1.030000,83.193001,93.722381,17.520000,1.997008,-4.871937
2023-10-31,4.452841,,101.517600,,6.750000,2.297159,7.350000,4.798095,-0.269524,1.020000,83.296501,90.595909,18.139999,-2.844957,-2.197969
2023-11-30,4.981121,,101.517600,,6.750000,1.768879,7.270000,4.502857,-0.379524,1.010000,83.330299,82.940000,12.920000,5.521870,8.917927
2023-12-31,4.913119,,,,6.750000,1.836881,7.224000,4.020000,-0.437000,0.900000,82.302002,77.631053,12.450000,7.938400,4.422923
2024-01-31,4.593418,,,,6.750000,1.836881,7.202500,4.058095,-0.264762,0.810000,83.109703,80.124091,14.350000,-0.026235,1.589571
2024-02-29,4.898238,,,,6.750000,1.836881,7.090000,4.207500,-0.336500,0.740000,82.911903,83.478095,13.400000,1.183398,5.172064
2024-03-31,4.201080,,,,6.750000,1.836881,7.068000,4.208500,-0.379500,0.740000,83.392998,85.408500,13.010000,1.565313,3.101878
2024-04-30,3.874778,,,,,,7.150000,4.539091,-0.334091,0.720000,83.451103,89.938095,15.650000,1.244907,-4.161507
2024-05-31,3.860395,,,,,,7.054000,4.482273,-0.374091,0.700000,83.320900,81.746190,12.920000,-0.328029,4.802119
2024-06-30,3.665688,,,,,,7.022500,4.305263,-0.431579,0.690000,83.450897,82.246000,12.440000,6.568373,3.466980
2024-07-31,2.147471,,,,,,7.007500,4.248636,-0.247273,0.720000,83.738998,85.153043,16.360001,3.917232,1.132132
2024-08-31,2.442539,,,,,,6.910000,3.870909,-0.094545,0.730000,83.895103,80.355238,15.000000,1.141230,2.283471
2024-09-30,4.218177,,,,,,6.832500,3.723500,0.101000,0.740000,83.716400,74.016667,16.730000,2.278299,2.019688
2024-10-31,4.407490,,,,,,6.785000,4.095455,0.123182,0.680000,84.089104,75.632609,23.160000,-6.220252,-0.989674
2024-11-30,3.882097,,,,,,6.812000,4.355789,0.098421,0.640000,84.471603,74.345238,13.510000,-0.306750,5.730130
2024-12-31,3.530243,,,,,,6.777500,4.391429,0.165714,0.600000,85.386002,73.859500,17.400000,-2.014824,-2.079444
