Date,EqualWeight,ClassicalMarkowitz,MLMarkowitz,MLRegimeAware,regime
2025-03-31,0.030905646106204887,0.0772801369118942,0.02094959558103018,0.02094959558103018,Growth
2025-04-30,0.024548321519308025,0.04234550753753983,0.04301246994285857,0.04301246994285857,Growth
2025-05-31,0.01585353599736028,0.01139502157391632,-0.0020115501014569114,-0.0020115501014569114,Growth
2025-06-30,0.024876593823403126,0.019460070783662534,0.01852734885888157,0.01852734885888157,Growth
2025-07-31,-0.011187490141011364,-0.020950326545984315,-0.0026283757694327845,-0.0026283757694327845,Growth
2025-08-31,0.01825462546372178,0.022998620758899448,0.031227350151773185,0.031227350151773185,Growth
2025-09-30,0.03858053543262854,0.05997157211385151,0.053756874755431124,0.053756874755431124,Growth
2025-10-31,0.027838509564817204,0.03287961254065398,0.03818942567748797,0.03818942567748797,Growth
2025-11-30,0.018807050118339608,0.027316534409915286,0.025752530055333293,0.025752530055333293,Growth
2025-12-31,0.0015759323998036923,0.007607029687740634,0.006091070289631167,0.006091070289631167,Growth
2026-01-31,0.020475032533925658,0.04783397851276339,0.05865308253858429,0.05865308253858429,Growth
2026-02-28,0.026521678291179795,0.038298693852746764,0.03965097853179932,0.03965097853179932,Growth
