Strategy,Total_Return,Annualized_Return,Annualized_Volatility,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown,Num_Months
EqualWeight,2.85713591471523,0.08755619419075478,0.09535690413714466,0.9181945972661748,1.55216726308478,-0.14865315528611722,193
ClassicalMarkowitz,2.280448955405142,0.07666043374869069,0.101618725902865,0.7543927860497743,1.2928925660984127,-0.19921175870342034,193
MLMarkowitz,3.2964091593262985,0.09487384411603661,0.09459538439233922,1.002943692501343,1.7262081832585794,-0.1634603847305761,193
MLRegimeAware,3.2964091593262985,0.09487384411603661,0.09459538439233922,1.002943692501343,1.7262081832585794,-0.1634603847305761,193
